Owner,Collection City,Collection City Geocoordinates,Binder,Number,Composer,Nationality,Title,Opera,Pub. City,Pub. State,Pub. Country,Pub. Coordinates,Publisher,Date,Publication decade,Subject,Has t.p.?,Illustration?
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,14,,,Bird song : Ich muss nun einmal signen!,,,,United States,,,,1850,Songs with piano,0,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,15,"Hodson, G. A. (George Alexander)",English,My mountain home : ballad,,New York,New York,United States,"40.7142700, -74.0059700",Dubois & Stodart,,1850,Songs with piano,0,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,16,"Abt, Franz",German,When the swallows homeward fly,,New York,New York,United States,"40.7142700, -74.0059700",Horace Waters,,1850,Songs with piano,1,1
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,17,"Lee, Alexander",English,"Where, where is the rover",,New York,New York,United States,"40.7142700, -74.0059700",E. Riley,,1850,Songs with piano,0,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,18,"Blockley, John",English,Excelsior,,London,,England,"51.5085300, -0.1257400",Chappell,,1850,Vocal duets with piano,1,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,19,"Malibran, Maria",Spanish,There is no home like my own,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",,1850,Songs with piano,0,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,20,"Comer, T. (Thomas)",English immigrant,Maiden I will ne'er deceive thee,,,,United States,,,,1850,Songs with piano,0,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,21,"Cowell, A. (Augusta)",English,Lonely harp : ballad,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",,1850,Songs with piano,0,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,22,"Hawes, Maria B.",English,I'll speak of thee,,,,United States,,,,1850,Songs with piano,0,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,23,,,Comin' thro' the rye : Scotch song,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",J.E. Gould,1854,1850,Songs with piano,1,1
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,24,"Henrion, Paul",French,Lola polka,,New York,New York,United States,"40.7142700, -74.0059700",William Dubois,,1850,Piano music,1,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,25,,,We have lived & loved together,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",,1850,Piano music,0,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,26,"Weizel, Paul K.",,Gaslight schottisch,,New York,New York,United States,"40.7142700, -74.0059700",Vanderbeek,,1850,Piano music,1,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,27,,,Star spangled banner ; Yankee Doodle,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,,1850,Piano music,0,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,28,,,Celebrated Saratoga polka,,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,,1850,Piano music,0,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,29,,,Stop that knocking,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",,1850,Piano music,0,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,30,"Scherpf, John C.",,Pop goes the weasel : the new dance,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1858,1850,Piano music,1,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,31,,,Tivolian waltz,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",,1850,Piano music,0,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,32,"Valentine, Thomas",,Home sweet home,,New York,New York,United States,"40.7142700, -74.0059700",Jollie,,1850,Piano music,0,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,33,"Dodworth, Allen",English immigrant,Quadrilles les Lancers,,New York,New York,United States,"40.7142700, -74.0059700",H.B. Dodworth,,1850,Piano music,1,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,34,"Watson, Henry C. (Henry Cood)",,Evening star : polka,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Edward L. Walker,1849,1850,Piano music,1,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,35,,,Home sweet home,,New York,New York,United States,"40.7142700, -74.0059700",S. Pearson,,1850,Piano music,0,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,36,"Montague, J. C.",,Six celebrated galopades,,London,,England,"51.5085300, -0.1257400",I. Willis,,1850,Piano music,1,1
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,37,"Donizetti, Gaetano",Italian,Grande marche francaise : fondee sur une melodie marziale de l'Opera La favorite,Favorita,London,,England,"51.5085300, -0.1257400",D'Almaine & Co.,,1850,Harp music,1,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,38,,,Tota liouli! Tota liouli! : quick march of the cosaques du don,,London,,England,"51.5085300, -0.1257400",D'Almaine & Co.,,1850,Harp music,1,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,39,"Bochsa, Robert Nicolas Charles",French,Welch polka,,London,,England,"51.5085300, -0.1257400",D'Almaine & Co.,,1850,Harp music,1,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,40,"Donizetti, Gaetano",Italian,Admired march from Donizetti's opera Belisario,Belisario,London,,England,"51.5085300, -0.1257400",Chappell's Musical Circulating Library,,1850,Harp music,1,0
Cornelia Stewart Smith,Brooklyn,"40.650002, -73.949997",LOC M1 .A15 v.23,41,"Donizetti, Gaetano",Italian,"Deux cantalenes de Lucrezia Borgia : di pescatore ignobile, Ama tu madre",Lucrezia Borgia,London,,England,"51.5085300, -0.1257400",D'Almaine & Co.,,1850,Harp music,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,1,"Jones, Edward P.",,Guadalquiver quick step,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",,1840,Piano music,1,1
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,2,"Pacini, G. (Giovanni)",Italian,Go thou and dream,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,1838,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,3,"Pacini, G. (Giovanni)",Italian,Cavatina : Niobe,,New York,New York,United States,"40.7142700, -74.0059700",A. Bagioli,,1840,Songs with piano,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,4,"Moran, P. K. (Peter K.)",Irish,Beauteous maid if thou'lt be mine,,New York,New York,United States,"40.7142700, -74.0059700",Bourne,,1840,Songs with piano,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,5,"Balls, William",,Auld Scottish gentleman,,New York,New York,United States,"40.7142700, -74.0059700",Millet's Music Saloon,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,6,"Herold, Ferdinand",French,De me bannir puisqu'il a le courage,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,7,"Chianei, C. (Candido)",,Empress Josephine's waltz,,New York,New York,United States,"40.7142700, -74.0059700",Millet's Music Saloon,1841,1840,Piano music,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,8,"Vaccai, Nicola",Italian,E vozzosa si la rosa,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",John Cole,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,9,"Geary, T. A. (Timothy Augustine)",Irish,Glasses sparkle on the board,,New York,New York,United States,"40.7142700, -74.0059700",James L. Hewitt,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,10,"Ensign, James L.",,I go sweet friends,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,1837,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,11,"Rossini, Gioacchino",Italian,Let thine eyes on mine wildly beaming,Cenerentola,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1840,Songs with piano,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,12,"Devereaux, L. (Leonardus)",,Maltese boatman's song,,New York,New York,United States,"40.7142700, -74.0059700",Dubois & Stodart,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,13,,,One word with thee,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",G.E. Blake,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,14,"Lacy, M. Rophino (Michael Rophino)",English,Perche mai spietata Cloride,,New York,New York,United States,"40.7142700, -74.0059700",Dubois & Stodart,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,15,,,Portrait Charmant,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",G.E. Blake,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,16,"Valentine, Thomas",,Swiss minstrel,,New York,New York,United States,"40.7142700, -74.0059700",Dubois & Stodart,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,17,"Robertson, Alexander",Scottish,Saw ye my wee love,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,18,"Parry, John",Welsh,Smile again my bonny lassie,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,19,"Taylor, James B.",,They're a' noddin!,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",John Cole,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,20,,,Twas na her bonnie blue e'e was my ruin,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",John Cole,1833,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,21,"Boieldieu, A. (Adrien)",French,"Toujours, toujours",,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,22,,,Venice,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",G.E. Blake,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,23,"Gilles, H. N. (Henri-Noël)",French immigrant,Warrior troubadour,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",George Willig Jr.,1828,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,24,"Moore, Thomas",Irish,Watchman,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",John Cole,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,25,"Massini, F.",,Flower of liberty,,,,United States,,,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,26,"Strakosch, Maurice",Czech immigrant,Postillon polka,,New York,New York,United States,"40.7142700, -74.0059700",William Hall & Son,,1840,Piano music,1,1
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,27,"Scherpf, John C.",,Army quick step,,New York,New York,United States,"40.7142700, -74.0059700",F. Riley,1847,1840,Piano music,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,28,"Strauss, Johann, I",Austrian,Annen or Empress Anne's polka,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",George P. Reed,,1840,Piano music,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,29,"Fry, William Henry",American,Leonora or Affection waltz,Leonora,New York,New York,United States,"40.7142700, -74.0059700",Jacques & Brother,,1840,Piano music,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,30,"Haskell, D. H. (D. Hale)",,Agawam quick step,,New York,New York,United States,"40.7142700, -74.0059700",F. Riley,,1840,Piano music,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,31,"Gung'l, Joseph",Hungarian,Fest march or La Victoire,,New York,New York,United States,"40.7142700, -74.0059700",Vanderbeek,1848,1840,Piano music,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,32,"Panormo, Francis",Italian,Bird waltz,,New York,New York,United States,"40.7142700, -74.0059700",Dubois & Bacon,,1840,Piano music,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,33,"Strakosch, Maurice",Czech immigrant,Carnaval a Paris,,New York,New York,United States,"40.7142700, -74.0059700",Vanderbeek,1848,1840,Piano music,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,34,"Lemon, William J.",,Come I've something sweet to sing you,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",Lee & Walker,1848,1840,Songs with piano,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,35,"Muller, Karl",,Dream : Jenny Lind,,,,United States,,,,1840,Songs with piano,1,1
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,36,"Crosby, L. V. H.",American,Dearest Mae,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,1847,1840,Songs with piano,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,37,"Woodbury, I. B. (Isaac Baker)",American,He doeth all things well,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",George P. Reed,1847,1840,Songs with piano,1,1
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,38,"Magazzari, Gaetano",Italian,Vessillo,,New York,New York,United States,"40.7142700, -74.0059700",A.A. Van Gelder,1848,1840,Songs with piano,1,1
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,39,"Hart, Benjamin S.",,It is the chime!,,New York,New York,United States,"40.7142700, -74.0059700",Atwill,1845,1840,Songs with piano,1,1
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,40,"Massett, Stephen C.",English immigrant,I have found thee,,New York,New York,United States,"40.7142700, -74.0059700",Vanderbeek,1848,1840,Songs with piano,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,41,"Donizetti, Gaetano",Italian,I'll pray for thee : in the opera of Lucia di Lammermoor,Lucia di Lammermoor,New York,New York,United States,"40.7142700, -74.0059700",William Dubois,,1840,Songs with piano,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,42,"Fitzgerald, Edward, Mrs.",,I remember how my childhood fleeted by,,New York,New York,United States,"40.7142700, -74.0059700",E. Riley,,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,43,"Covert, Bernard",American,Jamie's on the stormy sea,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",Oliver Ditson,1847,1840,Songs with piano,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,44,"Whitlock, William",,Mary Blane,,New York,New York,United States,"40.7142700, -74.0059700",C.G. Christman,1846,1840,Songs with piano,1,1
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,45,"Donizetti, Gaetano",Italian,On the banks of the Guadalquiver,Linda di Chamounix,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",1847,1840,Songs with piano,1,1
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,46,"Donizetti, Gaetano",Italian,Our faith then fondly plighting = O luce di quest'anima : cavatina in Donizetti's opera of Linda di Chamounix,Linda di Chamounix,New York,New York,United States,"40.7142700, -74.0059700","Firth, Hall & Pond",1847,1840,Songs with piano,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,47,Lady,,Oft in a stilly night,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,1827,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,48,,,Oh! Susanna,,New York,New York,United States,"40.7142700, -74.0059700",C. Holt Jr.,1846,1840,Songs with piano,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,49,,,Pico waltz,,New York,New York,United States,"40.7142700, -74.0059700",Jacques & Brother,,1840,Piano music,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,50,"Chadwick, J.",,Silver moon,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",,1840,Songs with piano,1,1
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,51,"Benedict, Jules",German,Scenes of my youth,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1840,Songs with piano,1,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,52,"Woodbury, I. B. (Isaac Baker)",American,Sailor boy's last dream,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",A. & J.P. Ordway,1846,1840,Songs with piano,0,0
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,53,"Dodworth, Allen",English immigrant,Woodman spare that tree quick step,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Pond & Co.",1848,1840,Piano music,1,1
C.W. Morgan,New York,"40.7142700, -74.0059700",LOC M1 .A15 v.230,54,"Ball, Alexander",,When stars are in the quiet skies,,New York,New York,United States,"40.7142700, -74.0059700",F. Riley,,1840,Songs with piano,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,1,"Russell, Henry",English,Woodman spare that tree!,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1840,Songs with piano,1,1
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,2,"Wetmore, William Jarvis",,Thou hast learned to love another,,New York,New York,United States,"40.7142700, -74.0059700",Millet's Music Saloon,,1840,Songs with piano,1,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,3,"Donizetti, Gaetano",Italian,Fille du regiment,Fille du Régiment,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,1843,1840,Songs with piano,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,4,"Sanford, James",American,Miss Lucy Neale,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,1844,1840,Songs with piano,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,5,"Stevenson, John",Irish,Oft in the stilly night : Scotch air,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1840,Songs with piano,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,6,"Norton, I. T.",,"Dandy Jim, from Caroline : Ethiopian song",,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,1844,1840,Songs with piano,1,1
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,7,"Cianchettini, P. (Pio)",English,I love but thee,,New York,New York,United States,"40.7142700, -74.0059700",Dubois & Stodart,,1840,Songs with piano,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,8,"Crouch, F. Nicholls",English,Dermot Astore: reply of Kathleen Mavourneen,,New York,New York,United States,"40.7142700, -74.0059700","Firth, Hall & Pond",,1840,Songs with piano,1,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,9,"Herold, Ferdinand",French,Maid of Florence,,New York,New York,United States,"40.7142700, -74.0059700",Hewitt & Jacques,1841,1840,Songs with piano,1,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,10,"Zandtpatterinsche, Patricio",,Songs from O'Malley,,,,United States,,Godey & McMichael,,1840,Songs with piano,1,1
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,11,"Keller, Matthias",German immigrant,Valses sur l'air Hail Columbia,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,1844,1840,Piano music,1,1
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,12,"Keller, Matthias",German immigrant,Valses sur l'air Yankee Doodle,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,1844,1840,Piano music,1,1
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,13,"Wallace, William Vincent",Irish,Midnight waltz,,New York,New York,United States,"40.7142700, -74.0059700",James L. Hewitt,1844,1840,Piano music,1,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,14,"Labitzky, Joseph",Czech,Celebrated Evergreen gallop,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1840,Piano music,1,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,15,"Zuboff, Maximilian (Mackiewicz)",Polish immigrant,Grand Victoria waltz,,New York,New York,United States,"40.7142700, -74.0059700",Millet's Music Saloon,1837,1840,Piano music,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,16,,,Caradora waltz,,New York,New York,United States,"40.7142700, -74.0059700",Atwill,,1840,Piano music,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,17,"Beethoven, Ludwig van",German,Douleur,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",George Willig Jr.,,1840,Piano music,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,18,"Bishop, Henry R. (Henry Rowley)",English,Missletoe bough,,New York,New York,United States,"40.7142700, -74.0059700",Atwill,,1840,Songs with piano,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,19,,,Gibraltar grand waltz,,New York,New York,United States,"40.7142700, -74.0059700",Atwill,,1840,Piano music,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,20,"Walker, Edward L.",,Caradori waltz,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George W. Hewitt,,1840,Piano music,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,21,"Beethoven, Ludwig van",German,Spirit waltz,,Boston,Massachusetts,United States,"42.3584300, -71.0597700",George P. Reed,,1840,Piano music,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,22,"Fry, William Henry",American,Leonora or Affection waltz,Leonora,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1840,Piano music,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,23,"Labitzky, Joseph",Czech,Jessamine waltzes,,New York,New York,United States,"40.7142700, -74.0059700",Firth & Hall,,1840,Piano music,1,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,24,"Offenbach, Jacques",French,Celebrated polka dance,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",A. Fiot,,1840,Piano music,0,1
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,25,"Hazzard, I.",,Miss Lucy Neale quadrille,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,1844,1840,Piano music,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,26,,,Dandy Jime of Caroline & Old Dan Tucker,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,1844,1840,Piano music,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,27,"Beyer, Ferdinand",German,March in the opera la fille du regiment,,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",George Willig,,1840,Piano music,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,28,,,Smolenska ; Sylvan shade [many others],,,,United States,,,,1840,Songs with piano,0,0
Mary Engle Edwards,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.231,29,"Hünten, Franz",German,Celebrated instructions for the piano forte,,Baltimore,Maryland,United States,"39.2903800, -76.6121900",George Willig Jr.,,1840,Lesson books,1,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,1,,,[],,,,United States,,,,1820,Piano music,0,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,2,"Steibelt, Daniel",German,Introduction and brillante movement,,London,,England,"51.5085300, -0.1257400",Bedford Musical Saloon,,1820,Piano music,1,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,3,"Boieldieu, A. (Adrien)",French,Overture to the Caliph of Bagdad,Caliph of Bagdad,Philadelphia,Pennsylvania,United States,"39.9523400, -75.1637900",John G. Klemm,,1820,Flute and piano music,1,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,4,"Pirsson, A. T.",,To sigh yet feel no pain,,New York,New York,United States,"40.7142700, -74.0059700",E. Riley,1827,1820,Piano music,1,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,5,"Sanderson, James",English,Much admired overture,,,,United States,,,,1820,Piano music,1,0
Westbrook,Philadelphia,"39.9523400, -75.1637900",LOC M1 .A15 v.232,6,"Kreutzer, Rodolphe",French,Favorite overture to Lodoiska,,London,,England,"51.5085300, -0.1257400",H. Andrews,,1820,Piano music,0,0
