Owner,Collection City,Collection City Lat,Collection City Long,Call Number,Position in Volume,Composer,Comp. Dates,Comp. Nationality,Title,Opera,P. City,P. State,P.Country,Publisher Lat,Publisher Long,Publisher,Date,Publication decade,Subject,Has t.p.?,Illustration?
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,44,"Moran, P. K. (Peter K.)",1767-1831,Irish,I'll be a fairy,,Baltimore,Maryland,United States,39.29038,-76.61219,John Cole,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,45,"Horn, Charles Edward",1786-1849,English,"Mother, oh Sing me to rest",,Baltimore,Maryland,United States,39.29038,-76.61219,John Cole & Son,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,46,"Lee, Alexander",1802-1851,English,Sleep on thy pillow,,Baltimore,Maryland,United States,39.29038,-76.61219,George Willig Jr.,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,47,"Blewitt, J. (Jonathan)",1782-1853,English,"Wery pekooliar, or The lisping lover : a comic song",,Boston,Massachusetts,United States,42.35843,-71.05977,John Ashton,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,48,"Hodson, G. A. (George Alexander)",1800-1863,English,Woodbine bower : ballad,,New York,New York,United States,40.71427,-74.00597,James L. Hewitt,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,49,"Reekes, J.",,,Orocks daughter,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,T. Edgar,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,50,"Thompson, C.",,,Spring time of year is coming,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,51,,,,One word with thee,,New York,New York,United States,40.71427,-74.00597,E. Riley,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,52,,,,Love has been there,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,G.E. Blake,1826,1830,Songs with guitar,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,53,"Meignen, Leopold",1793-1873,French,Last link is broken,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,1832,1830,Vocal duets with guitar,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,54,"Hausman, C. F.",,,I would tell her I love her,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Kretschmar & Nunns,,1830,Songs with guitar,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,55,"Meignen, Leopold",1793-1873,French,"Oh, what joy to meet again",,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,"Fiot, Meignen & Co.",,1830,Songs with guitar,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,56,"Meignen, Leopold",1793-1873,French,Listen dear Fanny,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,R.H. Hobson,,1830,Songs with guitar,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,57,,,,Cancion espanola,,,,United States,,,Manuscript,,1830,Songs with guitar,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,58,,,,Gondola,,,,United States,,,Manuscript,,1830,Songs with guitar,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,59,,,,Deck not with gems,,,,United States,,,Manuscript,,1830,Songs with guitar,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,60,,,,Ingle side,,,,United States,,,Manuscript,,1830,Songs with guitar,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.216,61,,,,Soldier's tear,,,,United States,,,Manuscript,,1830,Songs with guitar,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,1,,,,Brigand cotillions,,New York,New York,United States,40.71427,-74.00597,James L. Hewitt,,1830,Piano music,1,1
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,2,"Herz, Henri",1803-1888,Austrian,Elegances : a favorite set of quadrilles,,New York,New York,United States,40.71427,-74.00597,Hewitt,,1830,Piano music,1,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,3,,,,Quadrilles,,,,United States,,,Manuscript,,1830,Piano music,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,4,"Taws, Joseph C.",1797-1832,American,Air with variations,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,J.G. Klemm,,1830,Piano music,1,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,5,"Iucho, Wilhelm",1803-1880,German immigrant,Alpenlied,,New York,New York,United States,40.71427,-74.00597,Dubois & Stodart,1833,1830,Piano music,1,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,6,"Pensotti, C.",,,Serenade,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1830,Piano music,1,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,7,"Pensotti, C.",,,Serenade,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1830,Piano music,1,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,8,"Boieldieu, A. (Adrien)",1775-1834,French,Overture to the Caliph of Bagdad,Caliph of Bagdad,,,United States,,,,,1830,Violin music,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,9,"Rossini, Gioacchino",1792-1868,Italian,Questo cor ti giura amore,Demetrio e Polibio,New York,New York,United States,40.71427,-74.00597,Dubois & Stodart,,1830,Vocal duets with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,10,,,,Last link is broken,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,G.E. Blake,,1830,Vocal duets with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,11,"Iucho, Wilhelm",1803-1880,German immigrant,My heart with love o'erflowing,,New York,New York,United States,40.71427,-74.00597,Hewitt,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,12,"Bishop, Henry R. (Henry Rowley)",1786-1855,English,I stood among the glittering throng,,New York,New York,United States,40.71427,-74.00597,James L. Hewitt,,1830,Songs with piano,1,1
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,13,"Lee, Alexander",1802-1851,English,Come dwell with me : ballad,,New York,New York,United States,40.71427,-74.00597,E. Riley,,1830,Songs with piano,1,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,14,"Roche, Alexander D.",,Irish,Fly away lady bird,,New York,New York,United States,40.71427,-74.00597,Dubois & Stodart,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,15,"Bayly, Thomas Haynes",1797-1839,English,Fly awy pretty moth,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,John G. Klemm,,1830,Songs with piano,0,1
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,16,"Sola?, C. M. (Charles Michel)",1786-1857,Italian,Benedetta sia la madre,,New York,New York,United States,40.71427,-74.00597,James L. Hewitt,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,17,"Stevenson, John",1761-1833,Irish,Dost thou remember,,New York,New York,United States,40.71427,-74.00597,Dubois & Stodart,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,18,"Featherstonhaugh, George William",1780-1866,English,Flowret seeks when night is done,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,19,"Auber, D. F. E. (Daniel Francois Esprit)",1782-1871,French,My sister dear : Masaniello,Masaniello,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,J. Edgar,,1830,Songs with piano,1,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,20,"Lee, David",,,Now to the lists,,New York,New York,United States,40.71427,-74.00597,Bourne,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,21,"Mozart, Wolfgang Amadeus",1756-1791,Austrian,List and I'll find love,Don Giovanni,New York,New York,United States,40.71427,-74.00597,Bourne,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,22,"Smith, Charles",1786-1856,English,I'll meet thee love,,Baltimore,Maryland,United States,39.29038,-76.61219,George Willig Jr.,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,23,"Stevenson, John",1761-1833,Irish,Oft in the stilly night : Scotch air,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,24,"Nash, W.",,,Serenade,,New York,New York,United States,40.71427,-74.00597,Monson Bancroft,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,25,,,,Dearer name,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,R.H. Hobson,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,26,"Gibsone, B. G. H.",,,Gondola glides,,New York,New York,United States,40.71427,-74.00597,Bourne,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,27,"Auber, D. F. E. (Daniel Francois Esprit)",1782-1871,French,"Up, brothers, up!",Maçon,New York,New York,United States,40.71427,-74.00597,Bourne,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,28,"Hodson, G. A. (George Alexander)",1800-1863,English,Hark! 'Tis the signal of meeting,,New York,New York,United States,40.71427,-74.00597,James L. Hewitt,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,29,"Hewitt, John Hill",1801-1890,American,Oh mount thy bright and gallant steed,,Baltimore,Maryland,United States,39.29038,-76.61219,George Willig Jr.,,1830,Songs with piano,1,1
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,30,"Auber, D. F. E. (Daniel Francois Esprit)",1782-1871,French,Sweet sleep the wounded bosom healing,Masaniello,New York,New York,United States,40.71427,-74.00597,Dubois & Stodart,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,31,"Barnett, John",1802-1890,English,Light guitar,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,John G. Klemm,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,32,"Hodson, G. A. (George Alexander)",1800-1863,English,Hazel eye,,New York,New York,United States,40.71427,-74.00597,Hewitt,,1830,Songs with piano,1,1
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,33,,,,Gallant troubadour,,New York,New York,United States,40.71427,-74.00597,J.A. & W. Geib,,1830,Songs with piano,0,0
Elizabeth Gray Leiper,Philadelphia,39.95234,-75.16379,LOC M1 .A15 v.217,34,"Browne, Miss",1790–1858,English,Tyrolese evening hymn,,,,United States,,,Manuscript,,1830,Songs with piano,0,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,1,"Bellini, Vincenzo",1801-1835,Italian,Grand scena and rondo : Il pirata,Pirata,New York,New York,United States,40.71427,-74.00597,Bancroft,,1820,Songs with piano,1,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,2,"Rossini, Gioacchino",1792-1868,Italian,Non piu mesta,Cenerentola,New York,New York,United States,40.71427,-74.00597,Firth & Hall,,1820,Songs with piano,0,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,3,"Mercadante, Saverio",1795-1870,Italian,Dalla gioja e dal piacere,Elisa e Claudio,New York,New York,United States,40.71427,-74.00597,Dubois & Stodart,,1820,Songs with piano,1,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,4,"Meyerbeer, Giacomo",1791-1864,German,Crociato in Egitto,Crociato in Egitto,Paris,,France,48.85341,2.3488,Pacini,,1820,Songs with piano,1,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,5,"Mozart, Wolfgang Amadeus",1756-1791,Austrian,Ci darem la mano,Don Giovanni,New York,New York,United States,40.71427,-74.00597,William Dubois,,1820,Vocal duets with piano,0,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,6,"Auber, D. F. E. (Daniel Francois Esprit)",1782-1871,French,Pride and rank of greatness,Masaniello,New York,New York,United States,40.71427,-74.00597,William Bunce,,1820,Songs with piano,0,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,7,"Mozart, Wolfgang Amadeus",1756-1791,Austrian,"Dark eyed one, dark eyed one",Zauberflöte,New York,New York,United States,40.71427,-74.00597,Thomas Birch,,1820,Songs with piano,0,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,8,"Horn, Charles Edward",1786-1849,English,Mermaids cave,,New York,New York,United States,40.71427,-74.00597,Dubois & Stodart,,1820,Songs with piano,1,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,9,"Auber, D. F. E. (Daniel Francois Esprit)",1782-1871,French,Proudly and wide my standard flies,Fra Diavolo,New York,New York,United States,40.71427,-74.00597,Dubois & Stodart,,1820,Songs with piano,1,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,10,"Auber, D. F. E. (Daniel Francois Esprit)",1782-1871,French,On yonder rock reclining,Fra Diavolo,New York,New York,United States,40.71427,-74.00597,Dubois & Stodart,,1820,Songs with piano,1,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,11,"Miles, Mrs. (Jane Mary )",1762-1846,English,Bonnie wee wife,,London,,England,51.50853,-0.12574,J. Willis,,1820,Songs with piano,1,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,12,"Rossini, Gioacchino",1792-1868,Italian,Beautiful war,Guillaume Tell,New York,New York,United States,40.71427,-74.00597,Bourne,,1820,Songs with piano,1,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,13,"Horn, Charles Edward",1786-1849,English,It is the last meeting,,New York,New York,United States,40.71427,-74.00597,Dubois & Stodart,,1820,Songs with piano,0,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,14,,,,Mountain maid,,New York,New York,United States,40.71427,-74.00597,Dubois & Stodart,,1820,Songs with piano,0,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,15,"Auber, D. F. E. (Daniel Francois Esprit)",1782-1871,French,"Up, brothers, up!",Maçon,New York,New York,United States,40.71427,-74.00597,Bourne,,1820,Songs with piano,0,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,16,"Wade, J. Augustine (Joseph Augustine)",1796-1845,Irish,I have fruit I have flowers,,Boston,Massachusetts,United States,42.35843,-71.05977,James L. Hewitt,,1820,Songs with piano,0,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,17,"Bishop, Henry R. (Henry Rowley)",1786-1855,English,My heart is sair for somebody,Native land,New York,New York,United States,40.71427,-74.00597,Bourne,,1820,Songs with piano,0,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,18,"Aulagnier, Antonin",1800-1902,French,Airs de danse,,Paris,,France,48.85341,2.3488,Aulagnier,,1820,Piano music,1,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,19,"Auber, D. F. E. (Daniel Francois Esprit)",1782-1871,French,Celebrated march from Auber's opera Masaniello,Masaniello,New York,New York,United States,40.71427,-74.00597,Firth & Hall,,1820,Piano music,1,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,20,"Meyerbeer, Giacomo",1791-1864,German,Trois themes choises,,Leipzig,,Germany,51.33962,12.37129,C.F. Peters,,1820,Piano music,1,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,21,"Meyerbeer, Giacomo",1791-1864,German,[Robert le diable],Robert le diable,Paris,,France,48.85341,2.3488,Schlesinger,,1820,Piano music,1,0
Susan M. Totten,New York,40.71427,-74.00597,LOC M1 .A15 v.218,22,"Hance, J. F. (James F.)",,,Polish military waltz,,New York,New York,United States,40.71427,-74.00597,Dubois & Stodart,1827,1820,Piano music,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,1,"Wade, L.",,,My New England home,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,,1840,Songs with piano,1,1
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,2,"Peters, W. C. (William Cumming)",1805-1866,English immigrant,Come sit thee down! : Scotch ballad,,Baltimore,Maryland,United States,39.29038,-76.61219,George Willig Jr.,,1840,Songs with piano,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,3,"Glover, Charles William",1806-1863,English,Jeannette & Jeannot,,Baltimore,Maryland,United States,39.29038,-76.61219,F.D. Benteen,,1840,Songs with piano,1,1
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,4,"Russell, Henry",1812-1900,English,Old sexton,,Boston,Massachusetts,United States,42.35843,-71.05977,Prentiss,1841,1840,Songs with piano,1,1
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,5,"Russell, Henry",1812-1900,English,Kiss,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,C.F. Hupfeld,1850,1840,Songs with piano,1,1
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,6,"Jullien, Louis Antoine",1812-1860,French,Jullien's elephant polka,,Baltimore,Maryland,United States,39.29038,-76.61219,F.D. Benteen,,1840,Songs with piano,1,1
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,7,"Woodbury, I. B. (Isaac Baker)",1819-1858,American,Be kind to the loved ones at home,,Boston,Massachusetts,United States,42.35843,-71.05977,A. & J.P. Ordway,,1840,Songs with piano,1,1
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,8,"Donizetti, Gaetano",1797-1848,Italian,We now must part,Fille du Régiment,Baltimore,Maryland,United States,39.29038,-76.61219,F.D. Benteen,,1840,Songs with piano,1,1
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,9,"Muller, Karl",,,Dream : Jenny Lind,,Baltimore,Maryland,United States,39.29038,-76.61219,F.D. Benteen,,1840,Songs with piano,1,1
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,10,"Hodson, G. A. (George Alexander)",1800-1863,English,"My home, my happy home : ballad",,New York,New York,United States,40.71427,-74.00597,"Firth, Pond & Co.",,1840,Songs with piano,1,1
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,11,,,,Music of the Ethiopian serenaders,,New York,New York,United States,40.71427,-74.00597,E. Ferrett,1845,1840,Songs with piano,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,12,"Covert, Bernard",1805-1881,American,Jamie's on the stormy sea,,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,1847,1840,Songs with piano,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,13,"Sinclair, John",1791-1857,Scottish,Johnny Sands : a celebrated comic ballad,,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,1842,1840,Songs with piano,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,14,"White, Edward L. (Edward Little)",1809-1851,American,Away down east,,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,1846,1840,Songs with piano,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,15,"Balfe, M. W. (Michael William)",1808-1870,Irish,I dreamt that I dwelt in marble halls,Bohemian girl,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,George Willig,,1840,Songs with piano,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,16,"Pond, Sylvanus Billings",1792-1871,American,Our father's hearth,,New York,New York,United States,40.71427,-74.00597,Firth & Hall,1843,1840,Vocal quartets with piano,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,17,"Baker, B. F. (Benjamin Franklin)",1811-1889,American,To the chase!,,Boston,Massachusetts,United States,42.35843,-71.05977,Henry Tolman,1847,1840,Songs with piano,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,18,,,,Comic songs,,,,United States,,,,,1840,Songs with piano,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,19,"Kneass, Nelson",1823-1868,American,Ben Bolt,,Louisville,Kentucky,United States,38.25424,-85.75941,W.C. Peters,,1840,Songs with piano,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,20,"Thomas, E.",,,They told me not to love him,,Baltimore,Maryland,United States,39.29038,-76.61219,George Willig Jr.,1834,1840,Songs with piano,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,21,"Hewitt, John Hill",1801-1890,American,Very little maid,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,A. Fiot,1850,1840,Songs with piano,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,22,"Baker, B. F. (Benjamin Franklin)",1811-1889,American,Death of Osceola,,Boston,Massachusetts,United States,42.35843,-71.05977,Henry Tolman,1846,1840,Vocal quartets with piano,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,23,"Dempster, William R. (William Richardson)",1809-1871,Scottish,Dying child,,Boston,Massachusetts,United States,42.35843,-71.05977,Oliver Ditson,1847,1840,Songs with piano,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,24,"Rieman, F.",,,Virginia rose bud : Ethiopian song and chorus,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,Lee & Walker,1849,1840,Songs with piano,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,25,"Kalliwoda, Johann Wenzel",1801-1866,Czech,Grave digger,,Baltimore,Maryland,United States,39.29038,-76.61219,George Willig Jr.,,1840,Songs with piano,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,26,"Drayton, H. J.",,,Wert thou but mine,,Baltimore,Maryland,United States,39.29038,-76.61219,F.D. Benteen,,1840,Songs with piano,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,27,"Glover, Charles William",1806-1863,English,Conscript's departure,,Baltimore,Maryland,United States,39.29038,-76.61219,F.D. Benteen,,1840,Songs with piano,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,28,"Flood, Edwin",,,There is a dream of bye-gone days,,Baltimore,Maryland,United States,39.29038,-76.61219,F.D. Benteen,,1840,Songs with piano,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,29,"Foster, Stephen Collins",1826-1864,American,Molly! Do you love me?,,Baltimore,Maryland,United States,39.29038,-76.61219,F.D. Benteen,,1840,Songs with piano,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,30,"Lover, Samuel",1797-1868,Irish,Bowl'd sojer boy,,Baltimore,Maryland,United States,39.29038,-76.61219,F.D. Benteen,,1840,Songs with piano,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,31,"Muller, Julius E.",,,German quick step,,Baltimore,Maryland,United States,39.29038,-76.61219,George Willig Jr.,,1840,Piano music,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,32,"Himmel, Friedrich Heinrich",1765-1814,German,Queen of Prussia's favorite waltz,,New York,New York,United States,40.71427,-74.00597,F. Riley,,1840,Piano music,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,33,"Beethoven, Ludwig van",1770-1827,German,Beethoven's dream : a grand waltz for the piano forte,,Baltimore,Maryland,United States,39.29038,-76.61219,Samuel Carusi,,1840,Piano music,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,34,"Schroeder, R.",,,Swiss boy,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,A. Fiot,,1840,Piano music,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,35,Professor,,,Congo quadrilles,,Brooklyn,New York,United States,40.650002,-73.949997,L. Hjousbery,1844,1840,Piano music,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,36,"Beethoven, Ludwig van",1770-1827,German,Douleur,,Baltimore,Maryland,United States,39.29038,-76.61219,George Willig Jr.,,1840,Piano music,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,37,,,,New Ethiopian quadrilles,,Philadelphia,Pennsylvania,United States,39.95234,-75.16379,E. Ferrett,,1840,Piano music,1,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,38,"Helmsmuller, F. B. (Frederick B.)",-1865,,Ladies souvenir polka,,Baltimore,Maryland,United States,39.29038,-76.61219,F.D. Benteen,1849,1840,Piano music,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,39,"Blondell, William",,French immigrant,Nicholson's celebrated waltz,,Baltimore,Maryland,United States,39.29038,-76.61219,John Cole,,1840,Piano music,0,0
Augusta Jane Evans,Baltimore,39.29038,-76.61219,LOC M1 .A15 v.219,40,"Holland, Albert",,,Palmetto waltz,,Baltimore,Maryland,United States,39.29038,-76.61219,F.D. Benteen,1847,1840,Piano music,0,0
